sentence_group,wh,gap,levels_of_embedding,condition,main_clause,complementiser,embedding_1,embedding_2,embedding_3,embedding_4,subject,verb,object,continuation
20,yes,yes,2,+wh_gap,She said,what,the politician stated,his press secretary said,,,the reporter,put,,on the table.
20,yes,no,2,+wh_no_gap,She said,what,the politician stated,his press secretary said,,,the reporter,put,the microphone,on the table.
20,no,yes,3,-wh_gap,She said,that,the politician stated,his press secretary said,the chief of staff thought,,the reporter,put,,on the table.
20,no,no,3,-wh_no_gap,She said,that,the politician stated,his press secretary said,the chief of staff thought,,the reporter,put,the microphone,on the table.
20,yes,yes,3,+wh_gap,She said,what,the politician stated,his press secretary said,the chief of staff thought,,the reporter,put,,on the table.
20,yes,no,3,+wh_no_gap,She said,what,the politician stated,his press secretary said,the chief of staff thought,,the reporter,put,the microphone,on the table.
20,no,yes,4,-wh_gap,She said,that,the politician stated,his press secretary said,the chief of staff thought,his assistant suspects,the reporter,put,,on the table.
20,no,no,4,-wh_no_gap,She said,that,the politician stated,his press secretary said,the chief of staff thought,his assistant suspects,the reporter,put,the microphone,on the table.
20,yes,yes,4,+wh_gap,She said,what,the politician stated,his press secretary said,the chief of staff thought,his assistant suspects,the reporter,put,,on the table.
20,yes,no,4,+wh_no_gap,She said,what,the politician stated,his press secretary said,the chief of staff thought,his assistant suspects,the reporter,put,the microphone,on the table.
21,no,yes,0,-wh_gap,We all know,that,,,,,the teacher,gave,,to her students.
21,no,no,0,-wh_no_gap,We all know,that,,,,,the teacher,gave,a test,to her students.
21,yes,yes,0,+wh_gap,We all know,what,,,,,the teacher,gave,,to her students.
21,yes,no,0,+wh_no_gap,We all know,what,,,,,the teacher,gave,a test,to her students.
21,no,yes,1,-wh_gap,We all know,that,the old man thinks,,,,the teacher,gave,,to her students.
21,no,no,1,-wh_no_gap,We all know,that,the old man thinks,,,,the teacher,gave,a test,to her students.
21,yes,yes,1,+wh_gap,We all know,what,the old man thinks,,,,the teacher,gave,,to her students.
21,yes,no,1,+wh_no_gap,We all know,what,the old man thinks,,,,the teacher,gave,a test,to her students.
21,no,yes,2,-wh_gap,We all know,that,the old man thinks,the woman knows,,,the teacher,gave,,to her students.
21,no,no,2,-wh_no_gap,We all know,that,the old man thinks,the woman knows,,,the teacher,gave,a test,to her students.
21,yes,yes,2,+wh_gap,We all know,what,the old man thinks,the woman knows,,,the teacher,gave,,to her students.
21,yes,no,2,+wh_no_gap,We all know,what,the old man thinks,the woman knows,,,the teacher,gave,a test,to her students.
21,no,yes,3,-wh_gap,We all know,that,the old man thinks,the woman knows,the young boy said,,the teacher,gave,,to her students.
21,no,no,3,-wh_no_gap,We all know,that,the old man thinks,the woman knows,the young boy said,,the teacher,gave,a test,to her students.
21,yes,yes,3,+wh_gap,We all know,what,the old man thinks,the woman knows,the young boy said,,the teacher,gave,,to her students.
21,yes,no,3,+wh_no_gap,We all know,what,the old man thinks,the woman knows,the young boy said,,the teacher,gave,a test,to her students.
21,no,yes,4,-wh_gap,We all know,that,the old man thinks,the woman knows,the young boy said,his friend saw,the teacher,gave,,to her students.
21,no,no,4,-wh_no_gap,We all know,that,the old man thinks,the woman knows,the young boy said,his friend saw,the teacher,gave,a test,to her students.
21,yes,yes,4,+wh_gap,We all know,what,the old man thinks,the woman knows,the young boy said,his friend saw,the teacher,gave,,to her students.
21,yes,no,4,+wh_no_gap,We all know,what,the old man thinks,the woman knows,the young boy said,his friend saw,the teacher,gave,a test,to her students.
22,no,yes,0,-wh_gap,I know,that,,,,,the priest,congratulated,,after the service.
22,no,no,0,-wh_no_gap,I know,that,,,,,the priest,congratulated,the couple,after the service.
22,yes,yes,0,+wh_gap,I know,who,,,,,the priest,congratulated,,after the service.
22,yes,no,0,+wh_no_gap,I know,who,,,,,the priest,congratulated,the couple,after the service.
22,no,yes,1,-wh_gap,I know,that,the man thinks,,,,the priest,congratulated,,after the service.
22,no,no,1,-wh_no_gap,I know,that,the man thinks,,,,the priest,congratulated,the couple,after the service.
22,yes,yes,1,+wh_gap,I know,who,the man thinks,,,,the priest,congratulated,,after the service.
22,yes,no,1,+wh_no_gap,I know,who,the man thinks,,,,the priest,congratulated,the couple,after the service.
22,no,yes,2,-wh_gap,I know,that,the man thinks,the woman said,,,the priest,congratulated,,after the service.
22,no,no,2,-wh_no_gap,I know,that,the man thinks,the woman said,,,the priest,congratulated,the couple,after the service.
22,yes,yes,2,+wh_gap,I know,who,the man thinks,the woman said,,,the priest,congratulated,,after the service.
22,yes,no,2,+wh_no_gap,I know,who,the man thinks,the woman said,,,the priest,congratulated,the couple,after the service.
22,no,yes,3,-wh_gap,I know,that,the man thinks,the woman said,she believed,,the priest,congratulated,,after the service.
22,no,no,3,-wh_no_gap,I know,that,the man thinks,the woman said,she believed,,the priest,congratulated,the couple,after the service.
22,yes,yes,3,+wh_gap,I know,who,the man thinks,the woman said,she believed,,the priest,congratulated,,after the service.
22,yes,no,3,+wh_no_gap,I know,who,the man thinks,the woman said,she believed,,the priest,congratulated,the couple,after the service.
22,no,yes,4,-wh_gap,I know,that,the man thinks,the woman said,she believed,she noticed,the priest,congratulated,,after the service.
22,no,no,4,-wh_no_gap,I know,that,the man thinks,the woman said,she believed,she noticed,the priest,congratulated,the couple,after the service.
22,yes,yes,4,+wh_gap,I know,who,the man thinks,the woman said,she believed,she noticed,the priest,congratulated,,after the service.
22,yes,no,4,+wh_no_gap,I know,who,the man thinks,the woman said,she believed,she noticed,the priest,congratulated,the couple,after the service.
23,no,yes,0,-wh_gap,You know,that,,,,,the young woman,introduced,,to her mother.
23,no,no,0,-wh_no_gap,You know,that,,,,,the young woman,introduced,her friend,to her mother.
23,yes,yes,0,+wh_gap,You know,who,,,,,the young woman,introduced,,to her mother.
23,yes,no,0,+wh_no_gap,You know,who,,,,,the young woman,introduced,her friend,to her mother.
23,no,yes,1,-wh_gap,You know,that,we all believe,,,,the young woman,introduced,,to her mother.
23,no,no,1,-wh_no_gap,You know,that,we all believe,,,,the young woman,introduced,her friend,to her mother.
23,yes,yes,1,+wh_gap,You know,who,we all believe,,,,the young woman,introduced,,to her mother.
23,yes,no,1,+wh_no_gap,You know,who,we all believe,,,,the young woman,introduced,her friend,to her mother.
23,no,yes,2,-wh_gap,You know,that,we all believe,she thought,,,the young woman,introduced,,to her mother.
23,no,no,2,-wh_no_gap,You know,that,we all believe,she thought,,,the young woman,introduced,her friend,to her mother.
23,yes,yes,2,+wh_gap,You know,who,we all believe,she thought,,,the young woman,introduced,,to her mother.
23,yes,no,2,+wh_no_gap,You know,who,we all believe,she thought,,,the young woman,introduced,her friend,to her mother.
23,no,yes,3,-wh_gap,You know,that,we all believe,she thought,he said,,the young woman,introduced,,to her mother.
23,no,no,3,-wh_no_gap,You know,that,we all believe,she thought,he said,,the young woman,introduced,her friend,to her mother.
23,yes,yes,3,+wh_gap,You know,who,we all believe,she thought,he said,,the young woman,introduced,,to her mother.
23,yes,no,3,+wh_no_gap,You know,who,we all believe,she thought,he said,,the young woman,introduced,her friend,to her mother.
23,no,yes,4,-wh_gap,You know,that,we all believe,she thought,he said,he noticed,the young woman,introduced,,to her mother.
23,no,no,4,-wh_no_gap,You know,that,we all believe,she thought,he said,he noticed,the young woman,introduced,her friend,to her mother.
23,yes,yes,4,+wh_gap,You know,who,we all believe,she thought,he said,he noticed,the young woman,introduced,,to her mother.
23,yes,no,4,+wh_no_gap,You know,who,we all believe,she thought,he said,he noticed,the young woman,introduced,her friend,to her mother.
24,no,yes,0,-wh_gap,He knows,that,,,,,the police,interrogated,,in the prison.
24,no,no,0,-wh_no_gap,He knows,that,,,,,the police,interrogated,the spy,in the prison.
24,yes,yes,0,+wh_gap,He knows,who,,,,,the police,interrogated,,in the prison.
24,yes,no,0,+wh_no_gap,He knows,who,,,,,the police,interrogated,the spy,in the prison.
24,no,yes,1,-wh_gap,He knows,that,the inspector said,,,,the police,interrogated,,in the prison.
24,no,no,1,-wh_no_gap,He knows,that,the inspector said,,,,the police,interrogated,the spy,in the prison.
24,yes,yes,1,+wh_gap,He knows,who,the inspector said,,,,the police,interrogated,,in the prison.
24,yes,no,1,+wh_no_gap,He knows,who,the inspector said,,,,the police,interrogated,the spy,in the prison.
24,no,yes,2,-wh_gap,He knows,that,the inspector said,the man reported,,,the police,interrogated,,in the prison.
24,no,no,2,-wh_no_gap,He knows,that,the inspector said,the man reported,,,the police,interrogated,the spy,in the prison.
24,yes,yes,2,+wh_gap,He knows,who,the inspector said,the man reported,,,the police,interrogated,,in the prison.
24,yes,no,2,+wh_no_gap,He knows,who,the inspector said,the man reported,,,the police,interrogated,the spy,in the prison.
24,no,yes,3,-wh_gap,He knows,that,the inspector said,the man reported,he thought,,the police,interrogated,,in the prison.
24,no,no,3,-wh_no_gap,He knows,that,the inspector said,the man reported,he thought,,the police,interrogated,the spy,in the prison.
24,yes,yes,3,+wh_gap,He knows,who,the inspector said,the man reported,he thought,,the police,interrogated,,in the prison.
24,yes,no,3,+wh_no_gap,He knows,who,the inspector said,the man reported,he thought,,the police,interrogated,the spy,in the prison.
24,no,yes,4,-wh_gap,He knows,that,the inspector said,the man reported,he thought,he noticed,the police,interrogated,,in the prison.
24,no,no,4,-wh_no_gap,He knows,that,the inspector said,the man reported,he thought,he noticed,the police,interrogated,the spy,in the prison.
24,yes,yes,4,+wh_gap,He knows,who,the inspector said,the man reported,he thought,he noticed,the police,interrogated,,in the prison.
24,yes,no,4,+wh_no_gap,He knows,who,the inspector said,the man reported,he thought,he noticed,the police,interrogated,the spy,in the prison.
25,no,yes,0,-wh_gap,She knows,that,,,,,the woman,thanked,,after the meal.
25,no,no,0,-wh_no_gap,She knows,that,,,,,the woman,thanked,the waitress,after the meal.
25,yes,yes,0,+wh_gap,She knows,who,,,,,the woman,thanked,,after the meal.
25,yes,no,0,+wh_no_gap,She knows,who,,,,,the woman,thanked,the waitress,after the meal.
25,no,yes,1,-wh_gap,She knows,that,the waiter said,,,,the woman,thanked,,after the meal.
25,no,no,1,-wh_no_gap,She knows,that,the waiter said,,,,the woman,thanked,the waitress,after the meal.
25,yes,yes,1,+wh_gap,She knows,who,the waiter said,,,,the woman,thanked,,after the meal.
25,yes,no,1,+wh_no_gap,She knows,who,the waiter said,,,,the woman,thanked,the waitress,after the meal.
25,no,yes,2,-wh_gap,She knows,that,the waiter said,the woman believed,,,the woman,thanked,,after the meal.
25,no,no,2,-wh_no_gap,She knows,that,the waiter said,the woman believed,,,the woman,thanked,the waitress,after the meal.
25,yes,yes,2,+wh_gap,She knows,who,the waiter said,the woman believed,,,the woman,thanked,,after the meal.
25,yes,no,2,+wh_no_gap,She knows,who,the waiter said,the woman believed,,,the woman,thanked,the waitress,after the meal.
25,no,yes,3,-wh_gap,She knows,that,the waiter said,the woman believed,she remembered,,the woman,thanked,,after the meal.
25,no,no,3,-wh_no_gap,She knows,that,the waiter said,the woman believed,she remembered,,the woman,thanked,the waitress,after the meal.
25,yes,yes,3,+wh_gap,She knows,who,the waiter said,the woman believed,she remembered,,the woman,thanked,,after the meal.
25,yes,no,3,+wh_no_gap,She knows,who,the waiter said,the woman believed,she remembered,,the woman,thanked,the waitress,after the meal.
25,no,yes,4,-wh_gap,She knows,that,the waiter said,the woman believed,she remembered,she knew,the woman,thanked,,after the meal.
25,no,no,4,-wh_no_gap,She knows,that,the waiter said,the woman believed,she remembered,she knew,the woman,thanked,the waitress,after the meal.
25,yes,yes,4,+wh_gap,She knows,who,the waiter said,the woman believed,she remembered,she knew,the woman,thanked,,after the meal.
25,yes,no,4,+wh_no_gap,She knows,who,the waiter said,the woman believed,she remembered,she knew,the woman,thanked,the waitress,after the meal.
26,no,yes,0,-wh_gap,They know,that,,,,,the nurse,reassured,,at the hospital.
26,no,no,0,-wh_no_gap,They know,that,,,,,the nurse,reassured,the old woman,at the hospital.
26,yes,yes,0,+wh_gap,They know,who,,,,,the nurse,reassured,,at the hospital.
26,yes,no,0,+wh_no_gap,They know,who,,,,,the nurse,reassured,the old woman,at the hospital.
26,no,yes,1,-wh_gap,They know,that,the doctor believed,,,,the nurse,reassured,,at the hospital.
26,no,no,1,-wh_no_gap,They know,that,the doctor believed,,,,the nurse,reassured,the old woman,at the hospital.
26,yes,yes,1,+wh_gap,They know,who,the doctor believed,,,,the nurse,reassured,,at the hospital.
26,yes,no,1,+wh_no_gap,They know,who,the doctor believed,,,,the nurse,reassured,the old woman,at the hospital.
26,no,yes,2,-wh_gap,They know,that,the doctor believed,the man said,,,the nurse,reassured,,at the hospital.
26,no,no,2,-wh_no_gap,They know,that,the doctor believed,the man said,,,the nurse,reassured,the old woman,at the hospital.
26,yes,yes,2,+wh_gap,They know,who,the doctor believed,the man said,,,the nurse,reassured,,at the hospital.
26,yes,no,2,+wh_no_gap,They know,who,the doctor believed,the man said,,,the nurse,reassured,the old woman,at the hospital.
26,no,yes,3,-wh_gap,They know,that,the doctor believed,the man said,he thought,,the nurse,reassured,,at the hospital.
26,no,no,3,-wh_no_gap,They know,that,the doctor believed,the man said,he thought,,the nurse,reassured,the old woman,at the hospital.
26,yes,yes,3,+wh_gap,They know,who,the doctor believed,the man said,he thought,,the nurse,reassured,,at the hospital.
26,yes,no,3,+wh_no_gap,They know,who,the doctor believed,the man said,he thought,,the nurse,reassured,the old woman,at the hospital.
26,no,yes,4,-wh_gap,They know,that,the doctor believed,the man said,he thought,he noticed,the nurse,reassured,,at the hospital.
26,no,no,4,-wh_no_gap,They know,that,the doctor believed,the man said,he thought,he noticed,the nurse,reassured,the old woman,at the hospital.
26,yes,yes,4,+wh_gap,They know,who,the doctor believed,the man said,he thought,he noticed,the nurse,reassured,,at the hospital.
26,yes,no,4,+wh_no_gap,They know,who,the doctor believed,the man said,he thought,he noticed,the nurse,reassured,the old woman,at the hospital.
27,no,yes,0,-wh_gap,He reported,that,,,,,the cowboy,abandoned,,in the desert.
27,no,no,0,-wh_no_gap,He reported,that,,,,,the cowboy,abandoned,his partner,in the desert.
27,yes,yes,0,+wh_gap,He reported,who,,,,,the cowboy,abandoned,,in the desert.
27,yes,no,0,+wh_no_gap,He reported,who,,,,,the cowboy,abandoned,his partner,in the desert.
27,no,yes,1,-wh_gap,He reported,that,the farmer said,,,,the cowboy,abandoned,,in the desert.
27,no,no,1,-wh_no_gap,He reported,that,the farmer said,,,,the cowboy,abandoned,his partner,in the desert.
27,yes,yes,1,+wh_gap,He reported,who,the farmer said,,,,the cowboy,abandoned,,in the desert.
27,yes,no,1,+wh_no_gap,He reported,who,the farmer said,,,,the cowboy,abandoned,his partner,in the desert.
27,no,yes,2,-wh_gap,He reported,that,the farmer said,his friend reported,,,the cowboy,abandoned,,in the desert.
27,no,no,2,-wh_no_gap,He reported,that,the farmer said,his friend reported,,,the cowboy,abandoned,his partner,in the desert.
27,yes,yes,2,+wh_gap,He reported,who,the farmer said,his friend reported,,,the cowboy,abandoned,,in the desert.
27,yes,no,2,+wh_no_gap,He reported,who,the farmer said,his friend reported,,,the cowboy,abandoned,his partner,in the desert.
27,no,yes,3,-wh_gap,He reported,that,the farmer said,his friend reported,he believed,,the cowboy,abandoned,,in the desert.
27,no,no,3,-wh_no_gap,He reported,that,the farmer said,his friend reported,he believed,,the cowboy,abandoned,his partner,in the desert.
27,yes,yes,3,+wh_gap,He reported,who,the farmer said,his friend reported,he believed,,the cowboy,abandoned,,in the desert.
27,yes,no,3,+wh_no_gap,He reported,who,the farmer said,his friend reported,he believed,,the cowboy,abandoned,his partner,in the desert.
27,no,yes,4,-wh_gap,He reported,that,the farmer said,his friend reported,he believed,he noticed,the cowboy,abandoned,,in the desert.
27,no,no,4,-wh_no_gap,He reported,that,the farmer said,his friend reported,he believed,he noticed,the cowboy,abandoned,his partner,in the desert.
27,yes,yes,4,+wh_gap,He reported,who,the farmer said,his friend reported,he believed,he noticed,the cowboy,abandoned,,in the desert.
27,yes,no,4,+wh_no_gap,He reported,who,the farmer said,his friend reported,he believed,he noticed,the cowboy,abandoned,his partner,in the desert.
28,no,yes,0,-wh_gap,They reported,that,,,,,the manager,promoted,,yesterday.
28,no,no,0,-wh_no_gap,They reported,that,,,,,the manager,promoted,the accountant,yesterday.
28,yes,yes,0,+wh_gap,They reported,who,,,,,the manager,promoted,,yesterday.
28,yes,no,0,+wh_no_gap,They reported,who,,,,,the manager,promoted,the accountant,yesterday.
28,no,yes,1,-wh_gap,They reported,that,the executive said,,,,the manager,promoted,,yesterday.
28,no,no,1,-wh_no_gap,They reported,that,the executive said,,,,the manager,promoted,the accountant,yesterday.
28,yes,yes,1,+wh_gap,They reported,who,the executive said,,,,the manager,promoted,,yesterday.
28,yes,no,1,+wh_no_gap,They reported,who,the executive said,,,,the manager,promoted,the accountant,yesterday.
28,no,yes,2,-wh_gap,They reported,that,the executive said,a reporter believed,,,the manager,promoted,,yesterday.
28,no,no,2,-wh_no_gap,They reported,that,the executive said,a reporter believed,,,the manager,promoted,the accountant,yesterday.
28,yes,yes,2,+wh_gap,They reported,who,the executive said,a reporter believed,,,the manager,promoted,,yesterday.
28,yes,no,2,+wh_no_gap,They reported,who,the executive said,a reporter believed,,,the manager,promoted,the accountant,yesterday.
28,no,yes,3,-wh_gap,They reported,that,the executive said,a reporter believed,the client said,,the manager,promoted,,yesterday.
28,no,no,3,-wh_no_gap,They reported,that,the executive said,a reporter believed,the client said,,the manager,promoted,the accountant,yesterday.
28,yes,yes,3,+wh_gap,They reported,who,the executive said,a reporter believed,the client said,,the manager,promoted,,yesterday.
28,yes,no,3,+wh_no_gap,They reported,who,the executive said,a reporter believed,the client said,,the manager,promoted,the accountant,yesterday.
28,no,yes,4,-wh_gap,They reported,that,the executive said,a reporter believed,the client said,he saw,the manager,promoted,,yesterday.
28,no,no,4,-wh_no_gap,They reported,that,the executive said,a reporter believed,the client said,he saw,the manager,promoted,the accountant,yesterday.
28,yes,yes,4,+wh_gap,They reported,who,the executive said,a reporter believed,the client said,he saw,the manager,promoted,,yesterday.
28,yes,no,4,+wh_no_gap,They reported,who,the executive said,a reporter believed,the client said,he saw,the manager,promoted,the accountant,yesterday.
29,no,yes,0,-wh_gap,They recalled,that,,,,,the heiress,divorced,,last year.
29,no,no,0,-wh_no_gap,They recalled,that,,,,,the heiress,divorced,the count,last year.
29,yes,yes,0,+wh_gap,They recalled,who,,,,,the heiress,divorced,,last year.
29,yes,no,0,+wh_no_gap,They recalled,who,,,,,the heiress,divorced,the count,last year.
29,no,yes,1,-wh_gap,They recalled,that,the writer thought,,,,the heiress,divorced,,last year.
29,no,no,1,-wh_no_gap,They recalled,that,the writer thought,,,,the heiress,divorced,the count,last year.
29,yes,yes,1,+wh_gap,They recalled,who,the writer thought,,,,the heiress,divorced,,last year.
29,yes,no,1,+wh_no_gap,They recalled,who,the writer thought,,,,the heiress,divorced,the count,last year.
29,no,yes,2,-wh_gap,They recalled,that,the writer thought,the man said,,,the heiress,divorced,,last year.
29,no,no,2,-wh_no_gap,They recalled,that,the writer thought,the man said,,,the heiress,divorced,the count,last year.
29,yes,yes,2,+wh_gap,They recalled,who,the writer thought,the man said,,,the heiress,divorced,,last year.
29,yes,no,2,+wh_no_gap,They recalled,who,the writer thought,the man said,,,the heiress,divorced,the count,last year.
29,no,yes,3,-wh_gap,They recalled,that,the writer thought,the man said,his brother believed,,the heiress,divorced,,last year.
29,no,no,3,-wh_no_gap,They recalled,that,the writer thought,the man said,his brother believed,,the heiress,divorced,the count,last year.
29,yes,yes,3,+wh_gap,They recalled,who,the writer thought,the man said,his brother believed,,the heiress,divorced,,last year.
29,yes,no,3,+wh_no_gap,They recalled,who,the writer thought,the man said,his brother believed,,the heiress,divorced,the count,last year.
29,no,yes,4,-wh_gap,They recalled,that,the writer thought,the man said,his brother believed,he saw,the heiress,divorced,,last year.
29,no,no,4,-wh_no_gap,They recalled,that,the writer thought,the man said,his brother believed,he saw,the heiress,divorced,the count,last year.
29,yes,yes,4,+wh_gap,They recalled,who,the writer thought,the man said,his brother believed,he saw,the heiress,divorced,,last year.
29,yes,no,4,+wh_no_gap,They recalled,who,the writer thought,the man said,his brother believed,he saw,the heiress,divorced,the count,last year.
3,no,yes,0,-wh_gap,The assistant told me,that,,,,,the pilot,sent,,to his family.
3,no,no,0,-wh_no_gap,The assistant told me,that,,,,,the pilot,sent,the package,to his family.
3,yes,yes,0,+wh_gap,The assistant told me,what,,,,,the pilot,sent,,to his family.
3,yes,no,0,+wh_no_gap,The assistant told me,what,,,,,the pilot,sent,the package,to his family.
3,no,yes,1,-wh_gap,The assistant told me,that,the man knew,,,,the pilot,sent,,to his family.
3,no,no,1,-wh_no_gap,The assistant told me,that,the man knew,,,,the pilot,sent,the package,to his family.
3,yes,yes,1,+wh_gap,The assistant told me,what,the man knew,,,,the pilot,sent,,to his family.
3,yes,no,1,+wh_no_gap,The assistant told me,what,the man knew,,,,the pilot,sent,the package,to his family.
3,no,yes,2,-wh_gap,The assistant told me,that,the man knew,his friend recalled,,,the pilot,sent,,to his family.
3,no,no,2,-wh_no_gap,The assistant told me,that,the man knew,his friend recalled,,,the pilot,sent,the package,to his family.
3,yes,yes,2,+wh_gap,The assistant told me,what,the man knew,his friend recalled,,,the pilot,sent,,to his family.
3,yes,no,2,+wh_no_gap,The assistant told me,what,the man knew,his friend recalled,,,the pilot,sent,the package,to his family.
3,no,yes,3,-wh_gap,The assistant told me,that,the man knew,his friend recalled,the woman said,,the pilot,sent,,to his family.
3,no,no,3,-wh_no_gap,The assistant told me,that,the man knew,his friend recalled,the woman said,,the pilot,sent,the package,to his family.
3,yes,yes,3,+wh_gap,The assistant told me,what,the man knew,his friend recalled,the woman said,,the pilot,sent,,to his family.
3,yes,no,3,+wh_no_gap,The assistant told me,what,the man knew,his friend recalled,the woman said,,the pilot,sent,the package,to his family.
3,no,yes,4,-wh_gap,The assistant told me,that,the man knew,his friend recalled,the woman said,her colleague saw,the pilot,sent,,to his family.
3,no,no,4,-wh_no_gap,The assistant told me,that,the man knew,his friend recalled,the woman said,her colleague saw,the pilot,sent,the package,to his family.
3,yes,yes,4,+wh_gap,The assistant told me,what,the man knew,his friend recalled,the woman said,her colleague saw,the pilot,sent,,to his family.
3,yes,no,4,+wh_no_gap,The assistant told me,what,the man knew,his friend recalled,the woman said,her colleague saw,the pilot,sent,the package,to his family.
30,no,yes,0,-wh_gap,We recalled,that,,,,,the clown,frightened,,at the party.
30,no,no,0,-wh_no_gap,We recalled,that,,,,,the clown,frightened,the children,at the party.
30,yes,yes,0,+wh_gap,We recalled,who,,,,,the clown,frightened,,at the party.
30,yes,no,0,+wh_no_gap,We recalled,who,,,,,the clown,frightened,the children,at the party.
30,no,yes,1,-wh_gap,We recalled,that,the actor said,,,,the clown,frightened,,at the party.
30,no,no,1,-wh_no_gap,We recalled,that,the actor said,,,,the clown,frightened,the children,at the party.
30,yes,yes,1,+wh_gap,We recalled,who,the actor said,,,,the clown,frightened,,at the party.
30,yes,no,1,+wh_no_gap,We recalled,who,the actor said,,,,the clown,frightened,the children,at the party.
30,no,yes,2,-wh_gap,We recalled,that,the actor said,the people knew,,,the clown,frightened,,at the party.
30,no,no,2,-wh_no_gap,We recalled,that,the actor said,the people knew,,,the clown,frightened,the children,at the party.
30,yes,yes,2,+wh_gap,We recalled,who,the actor said,the people knew,,,the clown,frightened,,at the party.
30,yes,no,2,+wh_no_gap,We recalled,who,the actor said,the people knew,,,the clown,frightened,the children,at the party.
30,no,yes,3,-wh_gap,We recalled,that,the actor said,the people knew,he thought,,the clown,frightened,,at the party.
30,no,no,3,-wh_no_gap,We recalled,that,the actor said,the people knew,he thought,,the clown,frightened,the children,at the party.
30,yes,yes,3,+wh_gap,We recalled,who,the actor said,the people knew,he thought,,the clown,frightened,,at the party.
30,yes,no,3,+wh_no_gap,We recalled,who,the actor said,the people knew,he thought,,the clown,frightened,the children,at the party.
30,no,yes,4,-wh_gap,We recalled,that,the actor said,the people knew,he thought,he noticed,the clown,frightened,,at the party.
30,no,no,4,-wh_no_gap,We recalled,that,the actor said,the people knew,he thought,he noticed,the clown,frightened,the children,at the party.
30,yes,yes,4,+wh_gap,We recalled,who,the actor said,the people knew,he thought,he noticed,the clown,frightened,,at the party.
30,yes,no,4,+wh_no_gap,We recalled,who,the actor said,the people knew,he thought,he noticed,the clown,frightened,the children,at the party.
31,no,yes,0,-wh_gap,He recalled,that,,,,,the terrorist,assassinated,,last night.
31,no,no,0,-wh_no_gap,He recalled,that,,,,,the terrorist,assassinated,the politician,last night.
31,yes,yes,0,+wh_gap,He recalled,who,,,,,the terrorist,assassinated,,last night.
31,yes,no,0,+wh_no_gap,He recalled,who,,,,,the terrorist,assassinated,the politician,last night.
31,no,yes,1,-wh_gap,He recalled,that,the president said,,,,the terrorist,assassinated,,last night.
31,no,no,1,-wh_no_gap,He recalled,that,the president said,,,,the terrorist,assassinated,the politician,last night.
31,yes,yes,1,+wh_gap,He recalled,who,the president said,,,,the terrorist,assassinated,,last night.
31,yes,no,1,+wh_no_gap,He recalled,who,the president said,,,,the terrorist,assassinated,the politician,last night.
31,no,yes,2,-wh_gap,He recalled,that,the president said,the report confirmed,,,the terrorist,assassinated,,last night.
31,no,no,2,-wh_no_gap,He recalled,that,the president said,the report confirmed,,,the terrorist,assassinated,the politician,last night.
31,yes,yes,2,+wh_gap,He recalled,who,the president said,the report confirmed,,,the terrorist,assassinated,,last night.
31,yes,no,2,+wh_no_gap,He recalled,who,the president said,the report confirmed,,,the terrorist,assassinated,the politician,last night.
31,no,yes,3,-wh_gap,He recalled,that,the president said,the report confirmed,he believed,,the terrorist,assassinated,,last night.
31,no,no,3,-wh_no_gap,He recalled,that,the president said,the report confirmed,he believed,,the terrorist,assassinated,the politician,last night.
31,yes,yes,3,+wh_gap,He recalled,who,the president said,the report confirmed,he believed,,the terrorist,assassinated,,last night.
31,yes,no,3,+wh_no_gap,He recalled,who,the president said,the report confirmed,he believed,,the terrorist,assassinated,the politician,last night.
31,no,yes,4,-wh_gap,He recalled,that,the president said,the report confirmed,he believed,he remembered,the terrorist,assassinated,,last night.
31,no,no,4,-wh_no_gap,He recalled,that,the president said,the report confirmed,he believed,he remembered,the terrorist,assassinated,the politician,last night.
31,yes,yes,4,+wh_gap,He recalled,who,the president said,the report confirmed,he believed,he remembered,the terrorist,assassinated,,last night.
31,yes,no,4,+wh_no_gap,He recalled,who,the president said,the report confirmed,he believed,he remembered,the terrorist,assassinated,the politician,last night.
32,no,yes,0,-wh_gap,I know,that,,,,,the librarian,greeted,,early in the morning.
32,no,no,0,-wh_no_gap,I know,that,,,,,the librarian,greeted,the man,early in the morning.
32,yes,yes,0,+wh_gap,I know,who,,,,,the librarian,greeted,,early in the morning.
32,yes,no,0,+wh_no_gap,I know,who,,,,,the librarian,greeted,the man,early in the morning.
32,no,yes,1,-wh_gap,I know,that,the mayor said,,,,the librarian,greeted,,early in the morning.
32,no,no,1,-wh_no_gap,I know,that,the mayor said,,,,the librarian,greeted,the man,early in the morning.
32,yes,yes,1,+wh_gap,I know,who,the mayor said,,,,the librarian,greeted,,early in the morning.
32,yes,no,1,+wh_no_gap,I know,who,the mayor said,,,,the librarian,greeted,the man,early in the morning.
32,no,yes,2,-wh_gap,I know,that,the mayor said,the clerk believed,,,the librarian,greeted,,early in the morning.
32,no,no,2,-wh_no_gap,I know,that,the mayor said,the clerk believed,,,the librarian,greeted,the man,early in the morning.
32,yes,yes,2,+wh_gap,I know,who,the mayor said,the clerk believed,,,the librarian,greeted,,early in the morning.
32,yes,no,2,+wh_no_gap,I know,who,the mayor said,the clerk believed,,,the librarian,greeted,the man,early in the morning.
32,no,yes,3,-wh_gap,I know,that,the mayor said,the clerk believed,he witnessed,,the librarian,greeted,,early in the morning.
