sentence_group,wh,gap,levels_of_embedding,condition,main_clause,complementiser,embedding_1,embedding_2,embedding_3,embedding_4,subject,verb,object,continuation
42,yes,no,2,+wh_no_gap,We recalled,who,the woman said,she thought,,,the millionaire,might have divorced,his wife,last week.
42,no,yes,3,-wh_gap,We recalled,that,the woman said,she thought,she knew,,,might have divorced,his wife,last week.
42,no,no,3,-wh_no_gap,We recalled,that,the woman said,she thought,she knew,,the millionaire,might have divorced,his wife,last week.
42,yes,yes,3,+wh_gap,We recalled,who,the woman said,she thought,she knew,,,might have divorced,his wife,last week.
42,yes,no,3,+wh_no_gap,We recalled,who,the woman said,she thought,she knew,,the millionaire,might have divorced,his wife,last week.
42,no,yes,4,-wh_gap,We recalled,that,the woman said,she thought,she knew,he saw,,might have divorced,his wife,last week.
42,no,no,4,-wh_no_gap,We recalled,that,the woman said,she thought,she knew,he saw,the millionaire,might have divorced,his wife,last week.
42,yes,yes,4,+wh_gap,We recalled,who,the woman said,she thought,she knew,he saw,,might have divorced,his wife,last week.
42,yes,no,4,+wh_no_gap,We recalled,who,the woman said,she thought,she knew,he saw,the millionaire,might have divorced,his wife,last week.
41,no,yes,0,-wh_gap,They recalled,that,,,,,,did promote,the secretary,last week.
41,no,no,0,-wh_no_gap,They recalled,that,,,,,the executive,did promote,the secretary,last week.
41,yes,yes,0,+wh_gap,They recalled,who,,,,,,did promote,the secretary,last week.
41,yes,no,0,+wh_no_gap,They recalled,who,,,,,the executive,did promote,the secretary,last week.
41,no,yes,1,-wh_gap,They recalled,that,the journalist believed,,,,,did promote,the secretary,last week.
41,no,no,1,-wh_no_gap,They recalled,that,the journalist believed,,,,the executive,did promote,the secretary,last week.
41,yes,yes,1,+wh_gap,They recalled,who,the journalist believed,,,,,did promote,the secretary,last week.
41,yes,no,1,+wh_no_gap,They recalled,who,the journalist believed,,,,the executive,did promote,the secretary,last week.
41,no,yes,2,-wh_gap,They recalled,that,the journalist believed,the transcript stated,,,,did promote,the secretary,last week.
41,no,no,2,-wh_no_gap,They recalled,that,the journalist believed,the transcript stated,,,the executive,did promote,the secretary,last week.
41,yes,yes,2,+wh_gap,They recalled,who,the journalist believed,the transcript stated,,,,did promote,the secretary,last week.
41,yes,no,2,+wh_no_gap,They recalled,who,the journalist believed,the transcript stated,,,the executive,did promote,the secretary,last week.
41,no,yes,3,-wh_gap,They recalled,that,the journalist believed,the transcript stated,he knew,,,did promote,the secretary,last week.
41,no,no,3,-wh_no_gap,They recalled,that,the journalist believed,the transcript stated,he knew,,the executive,did promote,the secretary,last week.
41,yes,yes,3,+wh_gap,They recalled,who,the journalist believed,the transcript stated,he knew,,,did promote,the secretary,last week.
41,yes,no,3,+wh_no_gap,They recalled,who,the journalist believed,the transcript stated,he knew,,the executive,did promote,the secretary,last week.
41,no,yes,4,-wh_gap,They recalled,that,the journalist believed,the transcript stated,he knew,the man noticed,,did promote,the secretary,last week.
41,no,no,4,-wh_no_gap,They recalled,that,the journalist believed,the transcript stated,he knew,the man noticed,the executive,did promote,the secretary,last week.
41,yes,yes,4,+wh_gap,They recalled,who,the journalist believed,the transcript stated,he knew,the man noticed,,did promote,the secretary,last week.
41,yes,no,4,+wh_no_gap,They recalled,who,the journalist believed,the transcript stated,he knew,the man noticed,the executive,did promote,the secretary,last week.
40,no,yes,0,-wh_gap,They reported,that,,,,,,could have abandoned,the children,on the side of the road.
40,no,no,0,-wh_no_gap,They reported,that,,,,,the woman,could have abandoned,the children,on the side of the road.
40,yes,yes,0,+wh_gap,They reported,who,,,,,,could have abandoned,the children,on the side of the road.
40,yes,no,0,+wh_no_gap,They reported,who,,,,,the woman,could have abandoned,the children,on the side of the road.
40,no,yes,1,-wh_gap,They reported,that,the man claimed,,,,,could have abandoned,the children,on the side of the road.
40,no,no,1,-wh_no_gap,They reported,that,the man claimed,,,,the woman,could have abandoned,the children,on the side of the road.
40,yes,yes,1,+wh_gap,They reported,who,the man claimed,,,,,could have abandoned,the children,on the side of the road.
40,yes,no,1,+wh_no_gap,They reported,who,the man claimed,,,,the woman,could have abandoned,the children,on the side of the road.
40,no,yes,2,-wh_gap,They reported,that,the man claimed,his friend believed,,,,could have abandoned,the children,on the side of the road.
40,no,no,2,-wh_no_gap,They reported,that,the man claimed,his friend believed,,,the woman,could have abandoned,the children,on the side of the road.
40,yes,yes,2,+wh_gap,They reported,who,the man claimed,his friend believed,,,,could have abandoned,the children,on the side of the road.
40,yes,no,2,+wh_no_gap,They reported,who,the man claimed,his friend believed,,,the woman,could have abandoned,the children,on the side of the road.
40,no,yes,3,-wh_gap,They reported,that,the man claimed,his friend believed,he knew,,,could have abandoned,the children,on the side of the road.
40,no,no,3,-wh_no_gap,They reported,that,the man claimed,his friend believed,he knew,,the woman,could have abandoned,the children,on the side of the road.
40,yes,yes,3,+wh_gap,They reported,who,the man claimed,his friend believed,he knew,,,could have abandoned,the children,on the side of the road.
40,yes,no,3,+wh_no_gap,They reported,who,the man claimed,his friend believed,he knew,,the woman,could have abandoned,the children,on the side of the road.
40,no,yes,4,-wh_gap,They reported,that,the man claimed,his friend believed,he knew,the man saw,,could have abandoned,the children,on the side of the road.
40,no,no,4,-wh_no_gap,They reported,that,the man claimed,his friend believed,he knew,the man saw,the woman,could have abandoned,the children,on the side of the road.
40,yes,yes,4,+wh_gap,They reported,who,the man claimed,his friend believed,he knew,the man saw,,could have abandoned,the children,on the side of the road.
40,yes,no,4,+wh_no_gap,They reported,who,the man claimed,his friend believed,he knew,the man saw,the woman,could have abandoned,the children,on the side of the road.
39,no,yes,0,-wh_gap,He reported,that,,,,,,might have reassured,the patient,before surgery.
39,no,no,0,-wh_no_gap,He reported,that,,,,,the doctor,might have reassured,the patient,before surgery.
39,yes,yes,0,+wh_gap,He reported,who,,,,,,might have reassured,the patient,before surgery.
39,yes,no,0,+wh_no_gap,He reported,who,,,,,the doctor,might have reassured,the patient,before surgery.
39,no,yes,1,-wh_gap,He reported,that,the nurse believed,,,,,might have reassured,the patient,before surgery.
39,no,no,1,-wh_no_gap,He reported,that,the nurse believed,,,,the doctor,might have reassured,the patient,before surgery.
39,yes,yes,1,+wh_gap,He reported,who,the nurse believed,,,,,might have reassured,the patient,before surgery.
39,yes,no,1,+wh_no_gap,He reported,who,the nurse believed,,,,the doctor,might have reassured,the patient,before surgery.
39,no,yes,2,-wh_gap,He reported,that,the nurse believed,the woman thought,,,,might have reassured,the patient,before surgery.
39,no,no,2,-wh_no_gap,He reported,that,the nurse believed,the woman thought,,,the doctor,might have reassured,the patient,before surgery.
39,yes,yes,2,+wh_gap,He reported,who,the nurse believed,the woman thought,,,,might have reassured,the patient,before surgery.
39,yes,no,2,+wh_no_gap,He reported,who,the nurse believed,the woman thought,,,the doctor,might have reassured,the patient,before surgery.
39,no,yes,3,-wh_gap,He reported,that,the nurse believed,the woman thought,she recalled,,,might have reassured,the patient,before surgery.
39,no,no,3,-wh_no_gap,He reported,that,the nurse believed,the woman thought,she recalled,,the doctor,might have reassured,the patient,before surgery.
39,yes,yes,3,+wh_gap,He reported,who,the nurse believed,the woman thought,she recalled,,,might have reassured,the patient,before surgery.
39,yes,no,3,+wh_no_gap,He reported,who,the nurse believed,the woman thought,she recalled,,the doctor,might have reassured,the patient,before surgery.
39,no,yes,4,-wh_gap,He reported,that,the nurse believed,the woman thought,she recalled,she noticed,,might have reassured,the patient,before surgery.
39,no,no,4,-wh_no_gap,He reported,that,the nurse believed,the woman thought,she recalled,she noticed,the doctor,might have reassured,the patient,before surgery.
39,yes,yes,4,+wh_gap,He reported,who,the nurse believed,the woman thought,she recalled,she noticed,,might have reassured,the patient,before surgery.
39,yes,no,4,+wh_no_gap,He reported,who,the nurse believed,the woman thought,she recalled,she noticed,the doctor,might have reassured,the patient,before surgery.
38,no,yes,0,-wh_gap,They know,that,,,,,,should thank,the tailor,on the street.
38,no,no,0,-wh_no_gap,They know,that,,,,,the old man,should thank,the tailor,on the street.
38,yes,yes,0,+wh_gap,They know,who,,,,,,should thank,the tailor,on the street.
38,yes,no,0,+wh_no_gap,They know,who,,,,,the old man,should thank,the tailor,on the street.
38,no,yes,1,-wh_gap,They know,that,the nurse said,,,,,should thank,the tailor,on the street.
38,no,no,1,-wh_no_gap,They know,that,the nurse said,,,,the old man,should thank,the tailor,on the street.
38,yes,yes,1,+wh_gap,They know,who,the nurse said,,,,,should thank,the tailor,on the street.
38,yes,no,1,+wh_no_gap,They know,who,the nurse said,,,,the old man,should thank,the tailor,on the street.
38,no,yes,2,-wh_gap,They know,that,the nurse said,the assistant knew,,,,should thank,the tailor,on the street.
38,no,no,2,-wh_no_gap,They know,that,the nurse said,the assistant knew,,,the old man,should thank,the tailor,on the street.
38,yes,yes,2,+wh_gap,They know,who,the nurse said,the assistant knew,,,,should thank,the tailor,on the street.
38,yes,no,2,+wh_no_gap,They know,who,the nurse said,the assistant knew,,,the old man,should thank,the tailor,on the street.
38,no,yes,3,-wh_gap,They know,that,the nurse said,the assistant knew,she saw,,,should thank,the tailor,on the street.
38,no,no,3,-wh_no_gap,They know,that,the nurse said,the assistant knew,she saw,,the old man,should thank,the tailor,on the street.
38,yes,yes,3,+wh_gap,They know,who,the nurse said,the assistant knew,she saw,,,should thank,the tailor,on the street.
38,yes,no,3,+wh_no_gap,They know,who,the nurse said,the assistant knew,she saw,,the old man,should thank,the tailor,on the street.
38,no,yes,4,-wh_gap,They know,that,the nurse said,the assistant knew,she saw,he noticed,,should thank,the tailor,on the street.
38,no,no,4,-wh_no_gap,They know,that,the nurse said,the assistant knew,she saw,he noticed,the old man,should thank,the tailor,on the street.
38,yes,yes,4,+wh_gap,They know,who,the nurse said,the assistant knew,she saw,he noticed,,should thank,the tailor,on the street.
38,yes,no,4,+wh_no_gap,They know,who,the nurse said,the assistant knew,she saw,he noticed,the old man,should thank,the tailor,on the street.
37,no,yes,0,-wh_gap,She knows,that,,,,,,did interrogate,the criminal,last night.
37,no,no,0,-wh_no_gap,She knows,that,,,,,the inspectors,did interrogate,the criminal,last night.
37,yes,yes,0,+wh_gap,She knows,who,,,,,,did interrogate,the criminal,last night.
37,yes,no,0,+wh_no_gap,She knows,who,,,,,the inspectors,did interrogate,the criminal,last night.
37,no,yes,1,-wh_gap,She knows,that,the police said,,,,,did interrogate,the criminal,last night.
37,no,no,1,-wh_no_gap,She knows,that,the police said,,,,the inspectors,did interrogate,the criminal,last night.
37,yes,yes,1,+wh_gap,She knows,who,the police said,,,,,did interrogate,the criminal,last night.
37,yes,no,1,+wh_no_gap,She knows,who,the police said,,,,the inspectors,did interrogate,the criminal,last night.
37,no,yes,2,-wh_gap,She knows,that,the police said,the detective believed,,,,did interrogate,the criminal,last night.
37,no,no,2,-wh_no_gap,She knows,that,the police said,the detective believed,,,the inspectors,did interrogate,the criminal,last night.
37,yes,yes,2,+wh_gap,She knows,who,the police said,the detective believed,,,,did interrogate,the criminal,last night.
37,yes,no,2,+wh_no_gap,She knows,who,the police said,the detective believed,,,the inspectors,did interrogate,the criminal,last night.
37,no,yes,3,-wh_gap,She knows,that,the police said,the detective believed,he thought,,,did interrogate,the criminal,last night.
37,no,no,3,-wh_no_gap,She knows,that,the police said,the detective believed,he thought,,the inspectors,did interrogate,the criminal,last night.
37,yes,yes,3,+wh_gap,She knows,who,the police said,the detective believed,he thought,,,did interrogate,the criminal,last night.
37,yes,no,3,+wh_no_gap,She knows,who,the police said,the detective believed,he thought,,the inspectors,did interrogate,the criminal,last night.
37,no,yes,4,-wh_gap,She knows,that,the police said,the detective believed,he thought,he saw,,did interrogate,the criminal,last night.
37,no,no,4,-wh_no_gap,She knows,that,the police said,the detective believed,he thought,he saw,the inspectors,did interrogate,the criminal,last night.
37,yes,yes,4,+wh_gap,She knows,who,the police said,the detective believed,he thought,he saw,,did interrogate,the criminal,last night.
37,yes,no,4,+wh_no_gap,She knows,who,the police said,the detective believed,he thought,he saw,the inspectors,did interrogate,the criminal,last night.
36,no,yes,0,-wh_gap,He knows,that,,,,,,will wait for,her friend,at the bus stop.
36,no,no,0,-wh_no_gap,He knows,that,,,,,the woman,will wait for,her friend,at the bus stop.
36,yes,yes,0,+wh_gap,He knows,who,,,,,,will wait for,her friend,at the bus stop.
36,yes,no,0,+wh_no_gap,He knows,who,,,,,the woman,will wait for,her friend,at the bus stop.
36,no,yes,1,-wh_gap,He knows,that,the man believed,,,,,will wait for,her friend,at the bus stop.
36,no,no,1,-wh_no_gap,He knows,that,the man believed,,,,the woman,will wait for,her friend,at the bus stop.
36,yes,yes,1,+wh_gap,He knows,who,the man believed,,,,,will wait for,her friend,at the bus stop.
36,yes,no,1,+wh_no_gap,He knows,who,the man believed,,,,the woman,will wait for,her friend,at the bus stop.
36,no,yes,2,-wh_gap,He knows,that,the man believed,the he concluded,,,,will wait for,her friend,at the bus stop.
36,no,no,2,-wh_no_gap,He knows,that,the man believed,the he concluded,,,the woman,will wait for,her friend,at the bus stop.
36,yes,yes,2,+wh_gap,He knows,who,the man believed,the he concluded,,,,will wait for,her friend,at the bus stop.
36,yes,no,2,+wh_no_gap,He knows,who,the man believed,the he concluded,,,the woman,will wait for,her friend,at the bus stop.
36,no,yes,3,-wh_gap,He knows,that,the man believed,the he concluded,his neighbors had said,,,will wait for,her friend,at the bus stop.
36,no,no,3,-wh_no_gap,He knows,that,the man believed,the he concluded,his neighbors had said,,the woman,will wait for,her friend,at the bus stop.
36,yes,yes,3,+wh_gap,He knows,who,the man believed,the he concluded,his neighbors had said,,,will wait for,her friend,at the bus stop.
36,yes,no,3,+wh_no_gap,He knows,who,the man believed,the he concluded,his neighbors had said,,the woman,will wait for,her friend,at the bus stop.
36,no,yes,4,-wh_gap,He knows,that,the man believed,the he concluded,his neighbors had said,they saw,,will wait for,her friend,at the bus stop.
36,no,no,4,-wh_no_gap,He knows,that,the man believed,the he concluded,his neighbors had said,they saw,the woman,will wait for,her friend,at the bus stop.
36,yes,yes,4,+wh_gap,He knows,who,the man believed,the he concluded,his neighbors had said,they saw,,will wait for,her friend,at the bus stop.
36,yes,no,4,+wh_no_gap,He knows,who,the man believed,the he concluded,his neighbors had said,they saw,the woman,will wait for,her friend,at the bus stop.
35,no,yes,0,-wh_gap,You know,that,,,,,,should introduce,his friends,to his family.
35,no,no,0,-wh_no_gap,You know,that,,,,,the man,should introduce,his friends,to his family.
35,yes,yes,0,+wh_gap,You know,who,,,,,,should introduce,his friends,to his family.
35,yes,no,0,+wh_no_gap,You know,who,,,,,the man,should introduce,his friends,to his family.
35,no,yes,1,-wh_gap,You know,that,the woman said,,,,,should introduce,his friends,to his family.
35,no,no,1,-wh_no_gap,You know,that,the woman said,,,,the man,should introduce,his friends,to his family.
35,yes,yes,1,+wh_gap,You know,who,the woman said,,,,,should introduce,his friends,to his family.
35,yes,no,1,+wh_no_gap,You know,who,the woman said,,,,the man,should introduce,his friends,to his family.
35,no,yes,2,-wh_gap,You know,that,the woman said,the neighbor thought,,,,should introduce,his friends,to his family.
35,no,no,2,-wh_no_gap,You know,that,the woman said,the neighbor thought,,,the man,should introduce,his friends,to his family.
35,yes,yes,2,+wh_gap,You know,who,the woman said,the neighbor thought,,,,should introduce,his friends,to his family.
35,yes,no,2,+wh_no_gap,You know,who,the woman said,the neighbor thought,,,the man,should introduce,his friends,to his family.
35,no,yes,3,-wh_gap,You know,that,the woman said,the neighbor thought,he recalled,,,should introduce,his friends,to his family.
35,no,no,3,-wh_no_gap,You know,that,the woman said,the neighbor thought,he recalled,,the man,should introduce,his friends,to his family.
35,yes,yes,3,+wh_gap,You know,who,the woman said,the neighbor thought,he recalled,,,should introduce,his friends,to his family.
35,yes,no,3,+wh_no_gap,You know,who,the woman said,the neighbor thought,he recalled,,the man,should introduce,his friends,to his family.
35,no,yes,4,-wh_gap,You know,that,the woman said,the neighbor thought,he recalled,he knew,,should introduce,his friends,to his family.
35,no,no,4,-wh_no_gap,You know,that,the woman said,the neighbor thought,he recalled,he knew,the man,should introduce,his friends,to his family.
35,yes,yes,4,+wh_gap,You know,who,the woman said,the neighbor thought,he recalled,he knew,,should introduce,his friends,to his family.
35,yes,no,4,+wh_no_gap,You know,who,the woman said,the neighbor thought,he recalled,he knew,the man,should introduce,his friends,to his family.
34,no,yes,0,-wh_gap,I know,that,,,,,,might congratulate,the athletes,over lunch.
34,no,no,0,-wh_no_gap,I know,that,,,,,the president,might congratulate,the athletes,over lunch.
34,yes,yes,0,+wh_gap,I know,who,,,,,,might congratulate,the athletes,over lunch.
34,yes,no,0,+wh_no_gap,I know,who,,,,,the president,might congratulate,the athletes,over lunch.
34,no,yes,1,-wh_gap,I know,that,the coach said,,,,,might congratulate,the athletes,over lunch.
34,no,no,1,-wh_no_gap,I know,that,the coach said,,,,the president,might congratulate,the athletes,over lunch.
34,yes,yes,1,+wh_gap,I know,who,the coach said,,,,,might congratulate,the athletes,over lunch.
34,yes,no,1,+wh_no_gap,I know,who,the coach said,,,,the president,might congratulate,the athletes,over lunch.
34,no,yes,2,-wh_gap,I know,that,the coach said,the assistant believed,,,,might congratulate,the athletes,over lunch.
34,no,no,2,-wh_no_gap,I know,that,the coach said,the assistant believed,,,the president,might congratulate,the athletes,over lunch.
34,yes,yes,2,+wh_gap,I know,who,the coach said,the assistant believed,,,,might congratulate,the athletes,over lunch.
34,yes,no,2,+wh_no_gap,I know,who,the coach said,the assistant believed,,,the president,might congratulate,the athletes,over lunch.
34,no,yes,3,-wh_gap,I know,that,the coach said,the assistant believed,he remembered,,,might congratulate,the athletes,over lunch.
34,no,no,3,-wh_no_gap,I know,that,the coach said,the assistant believed,he remembered,,the president,might congratulate,the athletes,over lunch.
34,yes,yes,3,+wh_gap,I know,who,the coach said,the assistant believed,he remembered,,,might congratulate,the athletes,over lunch.
34,yes,no,3,+wh_no_gap,I know,who,the coach said,the assistant believed,he remembered,,the president,might congratulate,the athletes,over lunch.
34,no,yes,4,-wh_gap,I know,that,the coach said,the assistant believed,he remembered,he noticed,,might congratulate,the athletes,over lunch.
34,no,no,4,-wh_no_gap,I know,that,the coach said,the assistant believed,he remembered,he noticed,the president,might congratulate,the athletes,over lunch.
34,yes,yes,4,+wh_gap,I know,who,the coach said,the assistant believed,he remembered,he noticed,,might congratulate,the athletes,over lunch.
34,yes,no,4,+wh_no_gap,I know,who,the coach said,the assistant believed,he remembered,he noticed,the president,might congratulate,the athletes,over lunch.
33,no,yes,0,-wh_gap,You know,that,,,,,,did support,the candidate,last year.
33,no,no,0,-wh_no_gap,You know,that,,,,,the millionaire,did support,the candidate,last year.
33,yes,yes,0,+wh_gap,You know,who,,,,,,did support,the candidate,last year.
33,yes,no,0,+wh_no_gap,You know,who,,,,,the millionaire,did support,the candidate,last year.
33,no,yes,1,-wh_gap,You know,that,the lobbyist believed,,,,,did support,the candidate,last year.
33,no,no,1,-wh_no_gap,You know,that,the lobbyist believed,,,,the millionaire,did support,the candidate,last year.
33,yes,yes,1,+wh_gap,You know,who,the lobbyist believed,,,,,did support,the candidate,last year.
33,yes,no,1,+wh_no_gap,You know,who,the lobbyist believed,,,,the millionaire,did support,the candidate,last year.
33,no,yes,2,-wh_gap,You know,that,the lobbyist believed,the secretary said,,,,did support,the candidate,last year.
33,no,no,2,-wh_no_gap,You know,that,the lobbyist believed,the secretary said,,,the millionaire,did support,the candidate,last year.
33,yes,yes,2,+wh_gap,You know,who,the lobbyist believed,the secretary said,,,,did support,the candidate,last year.
33,yes,no,2,+wh_no_gap,You know,who,the lobbyist believed,the secretary said,,,the millionaire,did support,the candidate,last year.
33,no,yes,3,-wh_gap,You know,that,the lobbyist believed,the secretary said,she saw,,,did support,the candidate,last year.
33,no,no,3,-wh_no_gap,You know,that,the lobbyist believed,the secretary said,she saw,,the millionaire,did support,the candidate,last year.
33,yes,yes,3,+wh_gap,You know,who,the lobbyist believed,the secretary said,she saw,,,did support,the candidate,last year.
33,yes,no,3,+wh_no_gap,You know,who,the lobbyist believed,the secretary said,she saw,,the millionaire,did support,the candidate,last year.
33,no,yes,4,-wh_gap,You know,that,the lobbyist believed,the secretary said,she saw,he noticed,,did support,the candidate,last year.
33,no,no,4,-wh_no_gap,You know,that,the lobbyist believed,the secretary said,she saw,he noticed,the millionaire,did support,the candidate,last year.
33,yes,yes,4,+wh_gap,You know,who,the lobbyist believed,the secretary said,she saw,he noticed,,did support,the candidate,last year.
33,yes,no,4,+wh_no_gap,You know,who,the lobbyist believed,the secretary said,she saw,he noticed,the millionaire,did support,the candidate,last year.
32,no,yes,0,-wh_gap,I know,that,,,,,,could greet,the man,early in the morning.
32,no,no,0,-wh_no_gap,I know,that,,,,,the librarian,could greet,the man,early in the morning.
32,yes,yes,0,+wh_gap,I know,who,,,,,,could greet,the man,early in the morning.
32,yes,no,0,+wh_no_gap,I know,who,,,,,the librarian,could greet,the man,early in the morning.
32,no,yes,1,-wh_gap,I know,that,the mayor said,,,,,could greet,the man,early in the morning.
32,no,no,1,-wh_no_gap,I know,that,the mayor said,,,,the librarian,could greet,the man,early in the morning.
32,yes,yes,1,+wh_gap,I know,who,the mayor said,,,,,could greet,the man,early in the morning.
32,yes,no,1,+wh_no_gap,I know,who,the mayor said,,,,the librarian,could greet,the man,early in the morning.
32,no,yes,2,-wh_gap,I know,that,the mayor said,the clerk believed,,,,could greet,the man,early in the morning.
32,no,no,2,-wh_no_gap,I know,that,the mayor said,the clerk believed,,,the librarian,could greet,the man,early in the morning.
32,yes,yes,2,+wh_gap,I know,who,the mayor said,the clerk believed,,,,could greet,the man,early in the morning.
32,yes,no,2,+wh_no_gap,I know,who,the mayor said,the clerk believed,,,the librarian,could greet,the man,early in the morning.
32,no,yes,3,-wh_gap,I know,that,the mayor said,the clerk believed,he witnessed,,,could greet,the man,early in the morning.
32,no,no,3,-wh_no_gap,I know,that,the mayor said,the clerk believed,he witnessed,,the librarian,could greet,the man,early in the morning.
32,yes,yes,3,+wh_gap,I know,who,the mayor said,the clerk believed,he witnessed,,,could greet,the man,early in the morning.
32,yes,no,3,+wh_no_gap,I know,who,the mayor said,the clerk believed,he witnessed,,the librarian,could greet,the man,early in the morning.
32,no,yes,4,-wh_gap,I know,that,the mayor said,the clerk believed,he witnessed,he noticed,,could greet,the man,early in the morning.
32,no,no,4,-wh_no_gap,I know,that,the mayor said,the clerk believed,he witnessed,he noticed,the librarian,could greet,the man,early in the morning.
32,yes,yes,4,+wh_gap,I know,who,the mayor said,the clerk believed,he witnessed,he noticed,,could greet,the man,early in the morning.
32,yes,no,4,+wh_no_gap,I know,who,the mayor said,the clerk believed,he witnessed,he noticed,the librarian,could greet,the man,early in the morning.
31,no,yes,0,-wh_gap,He recalled,that,,,,,,did assassinate,the politician,last night.
31,no,no,0,-wh_no_gap,He recalled,that,,,,,the terrorist,did assassinate,the politician,last night.
31,yes,yes,0,+wh_gap,He recalled,who,,,,,,did assassinate,the politician,last night.
31,yes,no,0,+wh_no_gap,He recalled,who,,,,,the terrorist,did assassinate,the politician,last night.
31,no,yes,1,-wh_gap,He recalled,that,the president said,,,,,did assassinate,the politician,last night.
31,no,no,1,-wh_no_gap,He recalled,that,the president said,,,,the terrorist,did assassinate,the politician,last night.
31,yes,yes,1,+wh_gap,He recalled,who,the president said,,,,,did assassinate,the politician,last night.
31,yes,no,1,+wh_no_gap,He recalled,who,the president said,,,,the terrorist,did assassinate,the politician,last night.
31,no,yes,2,-wh_gap,He recalled,that,the president said,the report confirmed,,,,did assassinate,the politician,last night.
31,no,no,2,-wh_no_gap,He recalled,that,the president said,the report confirmed,,,the terrorist,did assassinate,the politician,last night.
31,yes,yes,2,+wh_gap,He recalled,who,the president said,the report confirmed,,,,did assassinate,the politician,last night.
31,yes,no,2,+wh_no_gap,He recalled,who,the president said,the report confirmed,,,the terrorist,did assassinate,the politician,last night.
31,no,yes,3,-wh_gap,He recalled,that,the president said,the report confirmed,he believed,,,did assassinate,the politician,last night.
31,no,no,3,-wh_no_gap,He recalled,that,the president said,the report confirmed,he believed,,the terrorist,did assassinate,the politician,last night.
31,yes,yes,3,+wh_gap,He recalled,who,the president said,the report confirmed,he believed,,,did assassinate,the politician,last night.
31,yes,no,3,+wh_no_gap,He recalled,who,the president said,the report confirmed,he believed,,the terrorist,did assassinate,the politician,last night.
31,no,yes,4,-wh_gap,He recalled,that,the president said,the report confirmed,he believed,he remembered,,did assassinate,the politician,last night.
31,no,no,4,-wh_no_gap,He recalled,that,the president said,the report confirmed,he believed,he remembered,the terrorist,did assassinate,the politician,last night.
31,yes,yes,4,+wh_gap,He recalled,who,the president said,the report confirmed,he believed,he remembered,,did assassinate,the politician,last night.
31,yes,no,4,+wh_no_gap,He recalled,who,the president said,the report confirmed,he believed,he remembered,the terrorist,did assassinate,the politician,last night.
30,no,yes,0,-wh_gap,We recalled,that,,,,,,might frighten,the children,at the party.
30,no,no,0,-wh_no_gap,We recalled,that,,,,,the clown,might frighten,the children,at the party.
30,yes,yes,0,+wh_gap,We recalled,who,,,,,,might frighten,the children,at the party.
30,yes,no,0,+wh_no_gap,We recalled,who,,,,,the clown,might frighten,the children,at the party.
30,no,yes,1,-wh_gap,We recalled,that,the actor said,,,,,might frighten,the children,at the party.
30,no,no,1,-wh_no_gap,We recalled,that,the actor said,,,,the clown,might frighten,the children,at the party.
30,yes,yes,1,+wh_gap,We recalled,who,the actor said,,,,,might frighten,the children,at the party.
30,yes,no,1,+wh_no_gap,We recalled,who,the actor said,,,,the clown,might frighten,the children,at the party.
30,no,yes,2,-wh_gap,We recalled,that,the actor said,the people knew,,,,might frighten,the children,at the party.
30,no,no,2,-wh_no_gap,We recalled,that,the actor said,the people knew,,,the clown,might frighten,the children,at the party.
30,yes,yes,2,+wh_gap,We recalled,who,the actor said,the people knew,,,,might frighten,the children,at the party.
30,yes,no,2,+wh_no_gap,We recalled,who,the actor said,the people knew,,,the clown,might frighten,the children,at the party.
30,no,yes,3,-wh_gap,We recalled,that,the actor said,the people knew,he thought,,,might frighten,the children,at the party.
30,no,no,3,-wh_no_gap,We recalled,that,the actor said,the people knew,he thought,,the clown,might frighten,the children,at the party.
30,yes,yes,3,+wh_gap,We recalled,who,the actor said,the people knew,he thought,,,might frighten,the children,at the party.
30,yes,no,3,+wh_no_gap,We recalled,who,the actor said,the people knew,he thought,,the clown,might frighten,the children,at the party.
30,no,yes,4,-wh_gap,We recalled,that,the actor said,the people knew,he thought,he noticed,,might frighten,the children,at the party.
30,no,no,4,-wh_no_gap,We recalled,that,the actor said,the people knew,he thought,he noticed,the clown,might frighten,the children,at the party.
30,yes,yes,4,+wh_gap,We recalled,who,the actor said,the people knew,he thought,he noticed,,might frighten,the children,at the party.
30,yes,no,4,+wh_no_gap,We recalled,who,the actor said,the people knew,he thought,he noticed,the clown,might frighten,the children,at the party.
29,no,yes,0,-wh_gap,They recalled,that,,,,,,might have divorced,the count,last year.
29,no,no,0,-wh_no_gap,They recalled,that,,,,,the heiress,might have divorced,the count,last year.
29,yes,yes,0,+wh_gap,They recalled,who,,,,,,might have divorced,the count,last year.
29,yes,no,0,+wh_no_gap,They recalled,who,,,,,the heiress,might have divorced,the count,last year.
29,no,yes,1,-wh_gap,They recalled,that,the writer thought,,,,,might have divorced,the count,last year.
29,no,no,1,-wh_no_gap,They recalled,that,the writer thought,,,,the heiress,might have divorced,the count,last year.
29,yes,yes,1,+wh_gap,They recalled,who,the writer thought,,,,,might have divorced,the count,last year.
29,yes,no,1,+wh_no_gap,They recalled,who,the writer thought,,,,the heiress,might have divorced,the count,last year.
29,no,yes,2,-wh_gap,They recalled,that,the writer thought,the man said,,,,might have divorced,the count,last year.
29,no,no,2,-wh_no_gap,They recalled,that,the writer thought,the man said,,,the heiress,might have divorced,the count,last year.
29,yes,yes,2,+wh_gap,They recalled,who,the writer thought,the man said,,,,might have divorced,the count,last year.
